Question,Op1,Op2,Op3,Answer,Difficuly Level
Είστε διευθυντής μιας εταιρείας που βρίσκεται σε μια μικρή πόλη η οποία προσφέρει υπηρεσίες διαμονής σε αγροτικά σπίτια και αυτός ο τομέας έχει επηρεαστεί αρνητικά από την κρίση του COVID-19. Είστε στο γραφείο σας και σκέφτεστε τι θα μπορούσατε να κάνετε για να σώσετε την επιχείρησή σας. Τι θα επιλέγατε;,Μπορώ να εκμεταλλευτώ τα δυνατά σημεία της εταιρείας μου. Δεδομένου ότι τα αγροτικά σπίτια βρίσκονται στην ύπαιθρο μπορώ να προωθήσω το ότι οι επισκέπτες θα απολαύσουν μεγάλη κοινωνική απόσταση προσφέροντας μια μικρή έκπτωση στους κατοίκους των κοντινών πόλεων και προσφέροντας τη δυνατότητα ενός τεστ COVID-19.,Μπορώ να προσφέρω έκπτωση 40% σε όλους τους ανθρώπους που μένουν στα αγροτικά σπίτια της εταιρείας μου - έτσι θα πάρω πολλά άτομα να πληρώσουν για να μείνουν. Επιπλέον μπορώ να προσφέρω περισσότερες διασκεδαστικές δραστηριότητες για να προσελκύσω περισσότερους επισκέπτες.,Το καλύτερο θα ήταν να κλείσω για λίγο την επιχείρησή μου για να μην επιβαρυνθώ με έξοδα συντήρησης καθώς δεν θα υπάρχει τρόπος να έχω πολλούς επισκέπτες υπό αυτές τις συνθήκες. Ίσως θα μπορούσα να διασφαλίσω τα μέτρα ασφαλείας για τον COVID-19 σε λίγους μήνες κάνοντας στους επισκέπτες έλεγχο για COVID-19 ώστε να αισθάνονται ασφαλείς.,0,2
Εργάζεστε στο τμήμα μάρκετινγκ μιας εταιρείας που είναι αφοσιωμένη στην κατοχύρωση τεχνολογιών με δίπλωμα ευρεσιτεχνίας που καθιστούν διαθέσιμες την ασφάλεια και τις πληροφορίες στη γεωργία. Το τμήμα σας ετοιμάζει ένα νέο σχέδιο μάρκετινγκ για τα επόμενα χρόνια και σας ζητούνται ιδέες για το πώς να προωθήσετε καλύτερα τα προϊόντα και τις υπηρεσίες της εταιρείας για να αυξήσετε τις πωλήσεις. Τι ιδέα προτείνετε;,Διερευνήστε επερχόμενες εμπορικές εκθέσεις και εκθέσεις προϊόντων αγροτικής τεχνολογίας σε τοπικό εθνικό και διεθνές επίπεδο και συμμετάσχετε προσλαμβάνοντας ένα περίπτερο για την προβολή προϊόντων σε ενδιαφερόμενες ομάδες και πιθανούς πελάτες αυξάνοντας τη δικτύωση που ενδιαφέρει τον κλάδο της εταιρείας.,Δημιουργήστε ενημερωτικά φυλλάδια για τα προϊόντα μοιράστε τα στους αγρότες της περιοχής για να ενημερωθούν και ζητήστε από τους πελάτες μας να μας συστήσουν σε άλλους αγρότες εάν είναι ικανοποιημένοι με τα προϊόντα και τις υπηρεσίες μας.,Εγγράψτε ένα σποτ βίντεο και ένα ραδιοφωνικό σποτ και επικοινωνήστε με έναν τηλεοπτικό και ραδιοφωνικό σταθμό ώστε το υλικό να εμφανίζεται πολλές φορές την ημέρα σε μια καλή χρονική περίοδο ακόμα κι αν έχει υψηλό κόστος.,0,1
Διαβάζετε σε ένα αγροτικό περιοδικό ένα άρθρο για μια εταιρεία που έχει σχεδιάσει ένα σύστημα που διαχωρίζει τα οργανικά απόβλητα και τα μετατρέπει σε ποιοτικό λίπασμα με φιλικό προς το περιβάλλον τρόπο. Σκέφτεστε τα οφέλη που θα μπορούσε να φέρει η κυκλική οικονομία στην επιχείρησή σας. Ποια είναι αυτά τα οφέλη;,Μειωμένη αγορά πρώτων υλών εξοικονόμηση κόστους αυξημένη παραγωγικότητα διεργασιών.,Αυξημένες πωλήσεις απόβλητα και παραγωγικότητα διεργασιών.,Μείωση κατανάλωσης ενέργειας άρα μείωση λογαριασμών ρεύματος και νερού.,0,2
Στην εταιρεία σας που βασίζεται στην τεχνολογία θέλετε να δημιουργήσετε μια εφαρμογή που επιτρέπει στους αγρότες να συλλέγουν και να διαχειρίζονται πληροφορίες σχετικά με τα ζώα τους. Για να γίνει αυτό πραγματοποιείτε πρώτα μια ανάλυση ελλείψεων του αγροτικού περιβάλλοντος και της ομάδας στόχου. Τι είναι αυτά;,Λιγότεροι τεχνολογικοί χρήστες από ότι στην πόλη μικρή θεσμική υποστήριξη και κακή σύνδεση στο διαδίκτυο.,Έλλειψη ζώων έλλειψη χώρου για ζώα και μικρή θεσμική υποστήριξη.,Λίγες γνώσεις για την κτηνοτροφία και τις διαδικασίες της έλλειψη εργαλείων και κακή σύνδεση στο διαδίκτυο.,0,2
Σκέφτεστε να ξεκινήσετε μια επιχείρηση και ενώ ερευνάτε τομείς στους οποίους θα μπορούσατε να εμπλακείτε ανακαλύπτετε την κοινωνική επιχειρηματικότητα. Θέλετε να μάθετε περισσότερα και συνεχίζετε την έρευνά σας. Τι είναι η κοινωνική επιχειρηματικότητα;,Κοινωνική επιχειρηματικότητα είναι όταν ο απώτερος στόχος δεν είναι η μεγιστοποίηση του οικονομικού κέρδους αλλά η δημιουργία αξίας για την κοινωνία.,Η κοινωνική επιχειρηματικότητα είναι ένας τύπος επιχείρησης που είναι ιδιαίτερα αφοσιωμένος στην αύξηση του δικτύου επαφών στην κοινωνία.,Η κοινωνική επιχειρηματικότητα είναι όταν ο απώτερος στόχος είναι η απόκτηση του μέγιστου οικονομικού οφέλους ενώ παράλληλα δημιουργείται αξία στην κοινωνία.,0,2
Η καραντίνα λόγω COVID-19 ανάγκασε το ξενοδοχείο σας να κλείσει και τώρα με την επαναλειτουργία νιώθετε την ανάγκη να υιοθετήσετε ένα νέο ασφαλέστερο μέτρο στις διαδικασίες check-in. Ποιες λύσεις σας έρχονται στο μυαλό;,Το check-in και το check-out παραδοσιακά γίνονται στη ρεσεψιόν του ξενοδοχείου ως θεμελιώδες μέρος της διαχείρισης του ξενοδοχείου. Ωστόσο πολλές φορές οι τυπικές διαδικασίες προκαλούν καθυστερήσεις και μεγάλες ουρές. Από την ανάγκη να απλοποιήσετε τη διαδικασία θεωρείτε ότι το online check-in είναι μια κοινή πρακτική στο ξενοδοχείο σας.,Σεβόμενοι τα νέα μέτρα ασφαλείας ενισχύετε τα μέτρα πρόληψης αλλά δεν αισθάνεστε την ανάγκη να απαλλαγείτε από ορισμένες χρονοβόρες διαδικασίες όπως το αυτοπροσώπως check-in.,Συνεχίζετε με το παραδοσιακό check-in καθώς το θεωρείτε ασφαλές για την προστασία των προσωπικών δεδομένων.,0,2
Μαζί με έναν φίλο σκέφτεστε να ξεκινήσετε μια επιχείρηση. Είστε και οι δύο πολύ γνώστες ηλεκτρονικών υπολογιστών αλλά έχετε ελάχιστο προϋπολογισμό για να ξεκινήσετε και σκέφτεστε να δημιουργήσετε μια εταιρεία τεχνολογίας που θα επικεντρώνεται στον σχεδιασμό και την ανάπτυξη ιστοσελίδων. Ποια είναι τα πλεονεκτήματα μιας τεχνολογικής εκκίνησης;,Οι αρχικές επενδύσεις είναι μικρότερες καθώς δεν χρειάζονται φυσικές εγκαταστάσεις ακριβά μηχανήματα ή πρώτες ύλες και μπορείτε να συνεργαστείτε με πελάτες από όλο τον κόσμο.,Κυρίως θα μπορείτε να έχετε μεγάλο αριθμό πελατών από όλο τον κόσμο αν και το κόστος εκκίνησης της εταιρείας θα είναι πολύ υψηλό.,Το κύριο πλεονέκτημα μιας εκκίνησης τεχνολογίας είναι ότι δεν εμπεριέχει ρίσκο για τον επιχειρηματία.,0,2
Έχετε ταλέντο στο να βγάζετε φωτογραφίες και πρέπει να καινοτομήσετε το πάθος σας και να δημιουργήσετε ένα νέο προϊόν στην αγορά εργασίας. Πώς θα ενεργούσατε;,Σκέφτεστε πώς να συνδυάσετε το πάθος σας για τη φωτογραφία την ψηφιακή και σε ένα εξαιρετικό επιχειρηματικό προϊόν.,Σφραγίζετε όλες τις καλύτερες φωτογραφίες σας και κολλάτε στον τοίχο της πόλης σας ως προώθηση μάρκετινγκ του ταλέντου σας.,Κρατάτε το ταλέντο σας για τον εαυτό σας. Απλώς το μοιράζεστε με την οικογένεια και τους φίλους σας.,0,1
Είστε πολύ καλοί στις γλώσσες και σας αρέσει να παίζετε και να διασκεδάζετε μαθαίνοντας μια νέα γλώσσα. Πώς θα συνδέατε αυτά τα δύο πάθη μεταξύ τους;,Σκέφτεστε σε ένα παιχνίδι -που επικεντρώνεται στα ενδιαφέροντα του παιδιού- με το οποίο τα παιδιά θα μπορούσαν να μάθουν λεξιλόγιο στο σπίτι ενώ παίζουν.,Δημιουργείτε ενημερωτικά φυλλάδια για εσάς ως δάσκαλο γλωσσών και τα διανέμετε σε συλλόγους μετά το σχολείο πολιτιστικά κέντρα δημιουργικούς κύκλους για παιδιά.,Συνεχίζετε να παίζετε παιχνίδια και να μαθαίνετε γλώσσες με παραδοσιακό τρόπο.,0,2
Είστε ψυχολόγος και με το lockdown του Covid-19 η κλινική σας έπρεπε να κλείσει αλλά οι ασθενείς σας χρειάζονται τη βοήθειά σας και τη θεραπεία. Τι λύσεις προτείνετε;,Δείχνετε ανθεκτικότητα και ξανασκέφτεστε έναν νέο τρόπο για να υποστηρίξετε τους ασθενείς σας μέσω της διαδικτυακής συμβουλευτικής. Με τη ζωντανή συνομιλία μπορείτε εύκολα και απλά να επικοινωνείτε με έναν ασθενή μέσω μηνύματος κειμένου ακόμη και όταν βρίσκεστε σε βιντεοκλήση με διαφορετικό ασθενή.,Στέλνετε e-mail σε όλους τους ασθενείς που τους καθησυχάζετε ότι όλα θα πάνε καλά και ότι σύντομα θα μπορείτε να συνεχίσετε την πρόσωπο με πρόσωπο συμβουλευτική.,Απλά καθίστε και περιμένετε να τελειώσει η πανδημία για να ανοίξετε ξανά την κλινική σας.,0,1
Θέλετε να γίνετε επιχειρηματίας και σκέφτεστε μια εξαιρετική ιδέα για μια υπηρεσία. Πιστεύετε ακράδαντα ότι θα έχει επιτυχία και είστε έτοιμοι να δημιουργήσετε μια εταιρεία που θα παρέχει αυτή την υπηρεσία. Τι κάνετε πρώτα;,Ερευνήστε την αγορά για παρόμοιες υπηρεσίες. Υπάρχουν εταιρείες που κάνουν παρόμοια υπηρεσία; Πάνε καλά; Αυτό μπορεί να υποδηλώνει ότι υπάρχει μια αγορά για αυτό και η ιδέα μπορεί να είναι βιώσιμη.,Δημιουργήστε μια εταιρεία. Το πιστεύετε τόσο πολύ που δεν θέλετε να περιμένετε.,Δημιουργήστε μια επαγγελματική ιστοσελίδα εταιρείας σχεδιάστε ένα λογότυπο και προσλάβετε έναν πωλητή. Νιώθετε επαγγελματίας!,0,2
Έχετε 15ετή εμπειρία στο HR. Έχετε βαρεθεί όμως την εταιρική ζωή και θέλετε να ξεκινήσετε κάτι νέο και συναρπαστικό. Εξακολουθείτε να θέλετε να διατηρήσετε τον τρόπο ζωής που έχετε συνηθίσει επομένως πρέπει να είναι κάτι που σας δίνει ελευθερία και χρήματα. Τι επιλέγετε;,Ξεκινήστε να κάνετε εκπαιδεύσεις και εργαστήρια για επαγγελματίες ανθρώπινου δυναμικού. Θέλετε να εκμεταλλευτείτε όλα τα πλεονεκτήματα που σας δίνει η προηγούμενη εμπειρία σας.,Παρακολουθήστε μαθήματα γιόγκα και ξεκινήστε το δικό σας στούντιο γιόγκα. Θα είστε ο κύριος του χρόνου σας!,Φύγετε για την Άπω Ανατολή για να εξερευνήσετε τον πολιτισμό και να βρείτε τον εαυτό σας και μια ιδέα για κάτι ουσιαστικό.,0,1
Έχετε ένα προϊόν μια ιστοσελίδα μια παρουσία στα μέσα κοινωνικής δικτύωσης. Γράφετε ελκυστικές αναρτήσεις προωθείτε το προϊόν σας αλλά κανείς δεν το αγοράζει. Τι κάνετε;,Μιλήστε με την ομάδα-στόχο σας. Μάθετε τι πραγματικά χρειάζονται και τι είναι έτοιμοι να πληρώσουν. Συγκρίνετε τα ευρήματά σας με το προϊόν σας - πού κάνατε λάθος;,Προσλάβετε μια διαφημιστική εταιρεία για να σας βοηθήσει να δημιουργήσετε στρατηγική επικοινωνίας και να προωθήσετε το προϊόν σας σε όλη τη χώρα.,Προσφέρετε 40% μείωση της τιμής.,0,2
