Question,Op1,Op2,Op2,Answer,Difficuly Level
La unidad de RRHH de tu empresa se ocupa constantemente del seguimiento y las revisiones internas. Así que en torno a diciembre siempre es el momento de la retroalimentación y las posibles bonificaciones. Pero sabes que está profundamente ligado a la productividad de cada empleado...,Eres consciente de que los premios a los empleados y el reconocimiento formal están llegando. Crees que en realidad es contraproducente: sólo desmoralizará a los empleados no premiados.,Eres consciente de que los premios a los empleados y el reconocimiento formal están llegando. Eso está muy bien: los nombres deben ser públicos y también la calidad de los premios. Esto motivará a quien no reciba ningún reconocimiento y bonificación.,Eres consciente de que los premios a los empleados y el reconocimiento formal están llegando. Eso está muy bien pero sólo de forma trimestral o incluso anual. Es estupendo repasar el rendimiento de los empleados e identificar y premiar a quien lo ha hecho mejor pero mantengamos los nombres ocultos. No hay necesidad de crear una competencia por los premios.,0,2
"Tu empresa ofrece servicios en el ámbito de la informática y los desarrollos digitales. Hay varias unidades pero la empresa en sí no es exactamente ""grande"". Hablando de innovación y nuevas prácticas posiblemente para un nuevo cliente con peticiones específicas con las que no estás seguro...",Crees que ha llegado el momento de buscar prácticas y procesos innovadores para tu empresa. Así que optas por preguntar a consultores -incluso externos- sobre ello porque es para lo que se han formado y estudiado.,Crees que ha llegado el momento de buscar prácticas y procesos innovadores para tu empresa. Empiezas a hacer un seguimiento de los clientes y a recoger sus comentarios: ¿qué hay mejor que la opinión del usuario final?,Crees que ha llegado el momento de buscar prácticas y procesos innovadores para tu empresa. Entonces propones organizar reuniones de personal para recoger las opiniones y los comentarios de los empleados.,0,2
Siendo tu empresa ni muy grande ni muy pequeña siendo también la competencia con tus competidores directos algo bastante importante tú y tu PM pensáis que todo el mundo debe estar trabajando para desarrollar nuevas herramientas estrategias eficaces servicios innovadores. Así que...,Tu empresa debe estar actualizada vigilando a tu competencia. Tú estás actualizado pero gracias a empleados cuya tarea es específicamente estudiar e investigar en el campo de la innovación y la competitividad. Es una tarea dedicada y requiere competencias específicas. Práctica habitual en tu hotel.,Tu empresa debe estar actualizada vigilando a tu competencia. Estás seguro de la calidad de tu esfuerzo buscas información todo el tiempo. Al fin y al cabo la innovación y la competitividad son algo que cada empleado debe cultivar por sí mismo.,Tu empresa debe estar actualizada vigilando a tu competencia. Para ello un par de empleados comprueban de vez en cuando las novedades y los competidores. Creen que es una buena manera de comprobar las prácticas innovadoras sin tener recursos dedicados.,0,2
Escenario cotidiano: eres un recurso junior pero resulta que tienes una buena red local. Así que facilitas el contacto entre tus directivos y nuevos posibles clientes. ¿Qué ocurre después?,Gracias a tus contactos privados llevas a un cliente potencial a tu empresa. Crees que debes participar en la primera reunión siempre y cuando se requieran tus competencias específicas. Nada que ver con la cortesía.,Gracias a tus contactos privados llevas a un cliente potencial a tu empresa. Aunque el contacto sea tuyo crees que a la primera reunión solo deben acudir los mayores de la empresa no tú.,Gracias a tus contactos privados llevas a un cliente potencial a tu empresa. Crees que debes participar en la primera reunión aunque seas un junior por cortesía en el trabajo.,0,2
¿Trabajar solo o en equipo? A veces crees que puedes ser más rápido en entregar lo que se te pide si estuvieras solo. A veces te cuesta mucho porque sientes que tu unidad no tiene suficiente personal. ¿Qué ocurre cuando hay una nueva tarea?,Se avecina algo nuevo: un nuevo proyecto producto servicio. Crees que el equipo ideal está compuesto por... hasta cuatro personas para crear una unidad con un reparto equitativo de tareas según las competencias específicas de los empleados.,Se avecina algo nuevo: un nuevo proyecto producto servicio. Crees que el equipo ideal está compuesto por... incluso diez personas o más. Con citas semanales de seguimiento que pueden implicar a toda la empresa. Todo el mundo debe estar al tanto de lo que ocurre incluso en otras unidades.,Se acerca algo nuevo: un nuevo proyecto producto servicio. Crees que el equipo ideal está compuesto por... una sola persona. Es mejor asignar a un solo empleado toda la tarea para que pueda tener un control total sobre ella.,0,1
Innovación descubrimientos actividades orientadas a la investigación: ¿qué opinas? Las empresas pueden quedarse atrás sin prácticas innovadoras...,Crees que tu empresa carece de productos innovadores y se está quedando ligeramente atrás. Los directivos establecen por sí mismos una lista clara de prioridades de la empresa asignando un presupuesto específico a la investigación la innovación y la competitividad por ejemplo contratando nuevo personal.,Crees que tu empresa carece de productos innovadores y se está quedando ligeramente atrás. Tal vez los directivos deberían asignar a un par de empleados la tarea de evaluar el problema junto con sus tareas anteriores.,Crees que tu empresa carece de productos innovadores y se está quedando un poco atrás. Tal vez los empleados puedan organizar un hackathon un momento mensual para comprobar lo que hace la competencia y lo que es innovador en el mercado.,0,2
"Te enfadas cuando alguien te pide que hagas algo que claramente no eres capaz de hacer. Las identidades visuales las presentaciones son herramientas muy importantes pero la gente suele pensar que son ""fáciles de hacer"". Un día tu jefe te pide que hagas una presentación elegante de un servicio que vas a presentar a un nuevo cliente...",No eres diseñador gráfico. Pero hay que hacer una presentación nueva y atractiva de la empresa. Definitivamente es mejor gastar un poco de dinero en servicios externos contactando con un diseñador gráfico adecuado: el producto será reutilizable pulido.,"No eres diseñador gráfico. Sin embargo tu jefe te dice que desarrolles algo ""sencillo"" para la empresa que no hace falta invertir mucho tiempo en ello.",No eres diseñador gráfico. Pero hay que hacer una nueva y atractiva presentación de la empresa. Y probablemente más en el futuro junto con otros pequeños productos gráficos de vez en cuando. En su opinión ha llegado el momento de contratar un recurso dedicado. Al fin y al cabo es un tema cíclico.,0,1
Eres el director de una empresa situada en una pequeña ciudad que ofrece servicios de alojamiento en casas rurales y este sector se ha visto afectado negativamente por la crisis del COVID-19. Estás en tu despacho pensando qué podrías hacer para salvar tu negocio. ¿Qué harías?,Puedo aprovechar los puntos fuertes de mi empresa; como las casas rurales están situadas en el campo puedo promover que los huéspedes disfruten de una amplia distancia social ofreciendo un pequeño descuento a los residentes de los pueblos cercanos y ofreciendo la posibilidad de un test de COVID-19.,Puedo ofrecer un 40% de descuento a todas las personas que se alojen en las casas rurales de mi compañía de este modo conseguiré que mucha gente pague por alojarse. Además puedo ofrecer más actividades divetidas para atraer a más huéspedes.,Lo mejor sería cerrar mi negocio durante un tiempo para no incurrir en gastos de mantenimiento ya que no habrá manera de tener muchos invitados en estas circunstancias. Tal vez pueda garantizar las medidas de seguridad de COVID-19 en unos meses haciendo pruebas a los huéspedes para que se sientan seguros.,0,2
Trabajas en el departamento de marketing de una empresa que se dedica a patentar tecnologías que aportan seguridad e información en la agricultura. Tu departamento está preparando un nuevo plan de marketing para los próximos años y te piden ideas sobre la mejor manera de promocionar los productos y servicios de la empresa para aumentar las ventas. ¿Qué idea sugieres?,Investigar las próximas ferias y exposiciones de productos de tecnología agrícola a nivel local nacional e internacional y participar contratando un stand para mostrar los productos a los grupos interesados y a los clientes potenciales aumentando las redes de interés para el sector de la empresa.,Crear folletos informativos sobre nuestros productos y distribuirlos entre los agricultores de la zona para que nos conozcan y pedir a nuestros clientes que nos recomienden a otros agricultores si están satisfechos con nuestros productos y servicios.,Graba un anuncio de vídeo y otro de radio y ponte en contacto con una cadena de televisión y de radio para que el anuncio aparezca varias veces al día en una buena franja horaria aunque tenga un coste elevado.,0,1
Lees en una revista agrícola un artículo sobre una empresa que ha diseñado un sistema que separa los residuos orgánicos y los transforma en abono de calidad de forma ecológica. Piensas en los beneficios que la economía circular podría aportar a tu empresa. ¿Cuáles son esos beneficios?,Reducción de la compra de materias primas ahorro de costes y aumento de la productividad del proceso.,Aumento de las ventas de los residuos y de la productividad de los procesos.,Reducción del consumo de energía y por tanto de las facturas de electricidad y agua.,0,2
En tu empresa de base tecnológica quieres crear una aplicación que permita a los ganaderos recoger y gestionar información sobre su ganado. Para ello primero realizas un análisis de las carencias del entorno rural y del grupo objetivo. ¿Cuáles son éstas?,Menos usuarios tecnológicos que en la ciudad poco apoyo institucional y mala conexión a Internet.,Escasez de ganado falta de espacio para los animales y poco apoyo institucional.,Poco conocimiento sobre la ganadería y sus procesos falta de herramientas y mala conexión a Internet.,0,2
Estás pensando en crear una empresa y mientras investigas los sectores en los que podrías participar descubres el emprendimiento social. Quieres saber más y sigues investigando. ¿Qué es el emprendimiento social?,El emprendimiento social es cuando el objetivo final no es la maximización del beneficio económico sino la creación de valor para la sociedad.,El emprendimiento social es un tipo de negocio que se dedica especialmente a aumentar la red de contactos en la sociedad.,El emprendimiento social es cuando el objetivo final es obtener el máximo beneficio económico a la vez que se crea valor en la sociedad.,0,2
El cierre de COVID-19 ha obligado a tu hotel a cerrar y ahora en la reapertura sientes la necesidad de adoptar nuevas medidas más seguras en los procedimientos de facturación. ¿Qué soluciones se te ocurren?,El registro de entrada y salida se realiza tradicionalmente en la recepción del hotel como parte fundamental de la gestión hotelera. Sin embargo muchas veces los procedimientos estándar provocan retrasos y largas colas. Desde la necesidad de simplificar el proceso se piensa en el check-in online como una práctica habitual en tu hotel.,Respetando las nuevas medidas de seguridad se refuerzan las medidas de prevención pero no se siente la necesidad de deshacerse de algunos procedimientos que consumen tiempo como el registro en persona.,Sigues con el registro tradicional ya que lo consideras seguro para la protección de los datos personales.,0,2
Junto con un amigo estás pensando en montar un negocio. Los dos tenéis muchos conocimientos de informática pero tenéis poco presupuesto para empezar y estáis pensando en crear una empresa tecnológica que se dedique al diseño y desarrollo de páginas web. ¿Cuáles son las ventajas de una empresa tecnológica de nueva creación?,Las inversiones iniciales son menores ya que no se necesitan locales físicos ni maquinaria o materias primas caras y se puede trabajar con clientes de todo el mundo.,Principalmente podrá tener un gran número de clientes de todo el mundo aunque los costes de puesta en marcha de la empresa serán muy elevados.,La principal ventaja de una empresa tecnológica de nueva creación es que no entraña riesgos para el empresario.,0,2
Tienes un talento: hacer fotos. Necesitas innovar tu pasión y crear un nuevo producto en el mercado laboral. ¿Cómo actuarías?,Piensas en cómo fusionar tu pasión por la fotografía lo digital y en un gran producto empresarial.,Sacas todas tus mejores fotos y las pegas en la pared de tu ciudad como promoción de tu talento.,Guardas tu talento para ti. Sólo compartir con tu familia y amigos del armario,0,1
Se te dan muy bien los idiomas y te gusta jugar y divertirte aprendiendo una nueva lengua. ¿Cómo unirías estas dos pasiones?,Piensas en un juguete -centrado en los intereses del niño- con el que los niños puedan aprender vocabulario en casa mientras juegan.,Creas folletos informativos sobre ti como profesor de idiomas y los distribuyes en clubes extraescolares centros culturales y círculos creativos para niños.,Sigues jugando y aprendiendo idiomas de forma tradicional.,0,2
Eres psicólogo y con el cierre de Covid-19 tu clínica ha tenido que cerrar pero tus pacientes necesitan tu ayuda y la terapia. ¿Qué soluciones propones?,Demuestras tu capacidad de recuperación y te replanteas una nueva forma de apoyar a tus pacientes mediante el asesoramiento online. Con el chat en vivo puedes comunicarte fácil y sencillamente con un paciente por texto incluso mientras estás en una videollamada con otro paciente.,Envías correos electrónicos a todos los pacientes asegurándoles que todo irá bien y que pronto podrá continuar con el asesoramiento presencial.,Sólo hay que sentarse y esperar que la pandemia termine para abrir de nuevo tu clínica.,0,1
