Question,Op1,Op2,Op2,Answer,Difficuly Level
U bent directeur van een bedrijf in een klein stadje dat accommodatiediensten in plattelandshuizen aanbiedt en deze sector is negatief getroffen door de COVID-19-crisis. U zit op kantoor en denkt na over wat u kunt doen om uw bedrijf te redden. Wat zou jij doen?,Ik kan profiteren van de sterke punten van mijn bedrijf; aangezien de landelijke huizen zich op het platteland bevinden kan ik promoten dat de gasten van een grote sociale afstand zullen genieten door een kleine korting aan te bieden aan de inwoners van de nabijgelegen steden en de mogelijkheid te bieden voor een COVID-19-test.,Ik kan een korting van 40% aanbieden aan alle mensen die in de landelijke huizen van mijn bedrijf verblijven op deze manier zorg ik ervoor dat veel mensen betalen om te blijven. Daarnaast kan ik meer leuke activiteiten aanbieden om meer gasten te trekken.,Het zou het beste zijn om mijn bedrijf een tijdje te sluiten om geen onderhoudskosten te maken aangezien het onder deze omstandigheden onmogelijk is om veel gasten te ontvangen. Wellicht kan ik over een paar maanden de veiligheidsmaatregelen rondom COVID-19 waarborgen door gasten te testen op COVID-19 zodat zij zich veilig voelen.,0,1
Je werkt op de marketingafdeling van een bedrijf dat zich toelegt op het patenteren van technologieën die veiligheid en informatie beschikbaar maken in de landbouw. Jouw afdeling bereidt een nieuw marketingplan voor de komende jaren voor en je wordt gevraagd naar ideeën over hoe je de producten en diensten van het bedrijf het beste kunt promoten om de omzet te verhogen. Welk idee stel jij voor?,Onderzoek aankomende beurzen en tentoonstellingen van landbouwtechnologieproducten op lokaal nationaal en internationaal niveau en neem deel door een stand te huren om producten te presenteren aan geïnteresseerde groepen en potentiële klanten waardoor de netwerken die interessant zijn voor de sector van het bedrijf worden vergroot.,Maak informatiefolders over onze producten en verspreid deze onder boeren in de omgeving om hen kennis te laten maken met ons. Vraag onze klanten om ons aan te bevelen bij andere boeren als ze tevreden zijn over onze producten en diensten.,Neem een ​​videospot en een radiospot op en neem contact op met een tv- en radiostation zodat de spot meerdere keren per dag in een goed tijdslot verschijnt ook als dit hoge kosten met zich meebrengt.,0,1
Je leest in een landbouwtijdschrift een artikel over een bedrijf dat een systeem heeft ontworpen dat organisch afval scheidt en op een milieuvriendelijke manier omzet in kwaliteitsmest. U denkt na over de voordelen die de circulaire economie voor uw bedrijf kan opleveren. Wat zijn deze voordelen?,Verminderde inkoop van grondstoffen kostenbesparingen verhoogde procesproductiviteit.,Verhoogde omzet verspilling en procesproductiviteit.,Vermindering van het energieverbruik en dus een verlaging van de elektriciteits- en waterrekening.,0,1
In uw op technologie gebaseerde bedrijf wilt u een applicatie maken waarmee boeren informatie over hun vee kunnen verzamelen en beheren. Hiervoor voer je eerst een tekortkomingenanalyse uit van de landelijke omgeving en de doelgroep. Wat zijn deze?,Minder technologische gebruikers dan in de stad weinig institutionele ondersteuning en slechte internetverbinding.,Veetekort gebrek aan ruimte voor dieren en weinig institutionele steun.,Weinig kennis over de veehouderij en haar processen gebrek aan tools en slechte internetverbinding.,0,1
Je denkt erover om een ​​bedrijf te starten en terwijl je sectoren onderzoekt waarbij je betrokken zou kunnen zijn ontdek je sociaal ondernemerschap. Je wilt meer weten en gaat verder met je onderzoek. Wat is sociaal ondernemerschap?,Van sociaal ondernemerschap is sprake wanneer het uiteindelijke doel niet de maximalisatie van de economische winst is maar het creëren van waarde voor de samenleving.,Sociaal ondernemerschap is een bedrijfsvorm die zich vooral richt op het vergroten van het netwerk van contacten in de samenleving.,Van sociaal ondernemerschap is sprake als het uiteindelijke doel is om het maximale economische voordeel te behalen en tegelijkertijd waarde te creëren in de samenleving.,0,1
De COVID-19-lockdown heeft uw hotel gedwongen te sluiten en nu bij de heropening voelt u de behoefte om nieuwe veiligere maatregelen te nemen bij het inchecken. Welke oplossingen komen bij u op?,Het in- en uitchecken vindt traditioneel plaats bij de hotelreceptie als fundamenteel onderdeel van het hotelmanagement. Vaak veroorzaken de standaardprocedures echter vertragingen en lange wachtrijen. Vanuit de noodzaak om het proces te vereenvoudigen beschouwt u online inchecken als een gangbare praktijk in uw hotel.,Met respect voor de nieuwe veiligheidsmaatregelen versterk je de preventieve maatregelen maar heb je geen zin om een ​​aantal tijdrovende procedures zoals persoonlijk inchecken af ​​te schaffen.,U blijft doorgaan met het traditionele inchecken omdat u dit veilig acht voor de bescherming van persoonlijke gegevens.,0,2
Samen met een vriend denk je erover om een ​​bedrijf te starten. Jullie zijn allebei erg computervaardig maar hebben in het begin weinig budget en jullie denken erover om een ​​technologiebedrijf op te zetten dat zich richt op webdesign en -ontwikkeling. Wat zijn de voordelen van een technologiestart-up?,De initiële investeringen zijn kleiner omdat er geen fysieke huisvesting dure machines of grondstoffen nodig zijn en u met klanten van over de hele wereld kunt werken.,Je zult vooral een groot aantal klanten van over de hele wereld kunnen hebben hoewel de opstartkosten van het bedrijf erg hoog zullen zijn.,Het grote voordeel van een technologiestart-up is dat het risicovrij is voor de ondernemer.,0,2
Je hebt een talent: foto's maken en je moet je passie innoveren en een nieuw product op de arbeidsmarkt creëren. Hoe zou jij handelen?,Je denkt na over hoe je je passie voor fotografie het digitale en een geweldig ondernemend product kunt samenvoegen.,U drukt al uw beste foto's af en plakt deze op de muur van uw stad als marketingpromotie van uw talent.,Je houdt je talent voor jezelf. Gewoon delen met uw familie en goede vrienden,0,2
Je bent erg goed in talen en je speelt graag en hebt plezier bij het leren van een nieuwe taal. Hoe zou jij deze twee passies met elkaar verbinden?,Je denkt aan speelgoed -gericht op de interesses van het kind- waarmee kinderen thuis al spelend woordenschat kunnen leren.,Je maakt informatiefolders over jou als taalleraar en verspreidt deze onder naschoolse clubs culturele centra creatieve kringen voor kinderen.,Je blijft op traditionele wijze spelletjes spelen en talen leren.,0,2
U bent psycholoog en door de Covid-19-lockdown moest uw kliniek sluiten maar uw patiënten hebben uw hulp en therapie nodig. Welke oplossingen stelt u voor?,Je toont veerkracht en denkt opnieuw na over een nieuwe manier om je patiënten te ondersteunen via online counseling. Met livechat kunt u eenvoudig en eenvoudig per sms met een patiënt communiceren zelfs tijdens een videogesprek met een andere patiënt.,Je stuurt e-mails naar alle patiënten waarin je hen geruststelt dat alles goed komt en dat je binnenkort de face-to-face begeleiding kunt voortzetten,Wacht gewoon tot de pandemie voorbij is voordat u uw kliniek weer kunt openen.,0,2
U wilt ondernemer worden en u komt met een briljant idee voor een dienst. Je gelooft er sterk in dat het een succes zal worden en bent bereid een bedrijf op te richten dat die dienst gaat verlenen. Wat doe je eerst?,Onderzoek de markt voor soortgelijke diensten. Zijn er bedrijven die dezelfde service bieden? Doen ze het goed? Dit kan erop duiden dat er een markt voor is en dat het idee levensvatbaar kan zijn.,Een bedrijf beginnen. Je gelooft er zo sterk in dat je niet wilt wachten.,Zet een professionele bedrijfspagina op laat een logo ontwerpen en huur een verkoper in. Je voelt je een professional!,0,2
Je hebt 15 jaar ervaring in HR. Maar je bent het bedrijfsleven beu en wilt aan iets nieuws en spannends beginnen. Je wilt toch de levensstijl behouden die je gewend bent dus het moet iets zijn dat je zowel vrijheid als geld geeft. Wat kies je?,Start met het geven van trainingen en workshops voor HR-professionals. U wilt alle voordelen benutten die uw eerdere ervaring u biedt.,Volg een yogacursus en start je eigen yogastudio. Je zult een meester zijn over je tijd!,Neem een ​​sabbatical en vertrek naar het Verre Oosten om de cultuur te verkennen en jezelf en een idee voor iets zinvols te vinden.,0,1
U heeft een product webpagina en aanwezigheid op sociale media. Je schrijft boeiende berichten promoot je product maar niemand koopt het. Wat doe je?,Praat met je doelgroep. Ontdek wat ze echt nodig hebben en waarvoor ze bereid zijn te betalen. Vergelijk uw bevindingen met uw product - waar ging het mis?,Huur een reclamebureau in om u te helpen bij het creëren van een communicatiestrategie en het promoten van uw product in het hele land.,U biedt 40% korting op de prijs.,0,1
Je bent een ervaren manager met de wens om te groeien. Je volgt een coachingopleiding om je team beter te laten groeien en een coachingspecialist te worden. Je ontdekt dat mensen helpen door middel van coaching jouw roeping is en denkt erover na om die na te streven. Maar jouw droom is om een wereld op te bouwen zonder sociale grenzen waar meisjes worden aangemoedigd om wetenschap te gaan beoefenen en jongens balletdansers kunnen zijn. Maar je bent bang dat daar geen groot geld is en dat je de levensstijl nooit zult kunnen volhouden. Wat besluit jij?,Je zoekt naar een 'en-en'-oplossing: hoe kan ik mijn levensstijl behouden en tegelijkertijd jonge geesten beïnvloeden? Je besluit je roeping en je missie te scheiden en de eerste te laten deze laatste financieren. Je zet een coachingbedrijf op om managers te helpen bloeien en een non-profitprogramma voor jongeren op te zetten.,Na lang wikken en wegen besluit je dat je je niet voor je roeping kunt verbergen. Je zegt je baan op en gaat als adviseur voor scholen werken,Je hebt er goed over nagedacht en besloten dat je te oud bent voor zo'n grote verandering en niet klaar bent om helemaal opnieuw te beginnen. Je besluit te blijven werken en af ​​en toe coachingsessies te doen als hobby.,0,2
Je wilt ondernemer worden en tijdens het onderzoek kom je de term waardepropositie tegen. Je wilt meer weten dus doe je verder onderzoek. Wat is het?,Het is wat de klanten nodig hebben iets dat hun pijn verzacht of plezier geeft en dat door klanten dus wordt gezien als een waarde waarvoor ze bereid zijn te betalen.,Het is een term die staat voor zowel producten als diensten die een aanvulling vormen op het aanbod op de markt.,Het is een bedrijfspraktijk waarbij een bedrijf iets toevoegt aan het product dat de klant koopt een gratis geschenk.,0,1
Je bent een beginnend ondernemer in het onderwijs. U lanceert uw eerste product: een onlinecursus over ouderschap. Je hebt geen erkenning geen klantenbestand noch het geld om te investeren. Wat zou u doen om uw verkoop een boost te geven?,Organiseer een webinar over ouderschap. Je wijst wat geld toe voor Facebook-advertenties om het evenement te promoten. Verzamel de e-mailadressen. Houd een verkooppraatje op het evenement en schrijf naar alle inschrijvers.,Schrijf educatieve inhoud op sociale media gespecialiseerde blogs enz. Bouw de reputatie op. Jij gelooft dat wanneer jij erkend wordt als expert de klanten jou zullen vinden.,U gelooft rotsvast in uw product en dat klanten de waarde ervan zeker zullen herkennen. Je plaatst op social media informatie over de start en de inhoud van de cursus en wacht tot de klanten binnenstormen.,0,2
Je bent een beginnende ondernemer. Je hebt jezelf opgeleid op het gebied van ondernemerschap marketing en sales. Jij hebt het idee voor het product: online loopbaanadviesdiensten. U vraagt zich af wanneer het juiste moment is om te beginnen met het verkopen van uw diensten.,Wanneer u een gedetailleerde beschrijving van het aanbod heeft kunt u deze aan de potentiële klanten presenteren. U zet dus een eenvoudige verkooppagina op met een PayPal-knop en begint te praten met mensen in uw sociale kring die mogelijk geïnteresseerd zijn. Als ze kopen bewijst dat dat uw idee levensvatbaar is en verzamelt u het budget voor meer geavanceerde verkoopactiviteiten.,Wanneer u algemeen erkend wordt als expert. Je geeft jezelf dus 6 maanden de tijd om brede erkenning op te bouwen door artikelen contentmarketing blogs podcasts. Vervolgens gaat u uw bod presenteren.,Wanneer u een professionele webpagina folders en bedrijfskaarten heeft. Het is slechts de basis maar noodzakelijk om een ​​imago van deskundigheid en kwaliteit te creëren.,0,2
Je vriend is een zeer introvert persoon. Kan niet zo goed met mensen praten en heeft een hekel aan werken op kantoor. Tijdens COVID werkte ze vanuit huis en was daar erg blij mee. Maar nu verwacht het bedrijf dat de medewerkers weer op kantoor aan het werk komen. Ze zei dat het haar droom is om geen baas te hebben en alleen te zijn maar ze betwijfelt of dat gaat lukken. Hoe denk jij dat ze verder moet?,In de nasleep van een COVID-19 zijn steeds meer bedrijven overgestapt op online. Ze kan haar bedrijf ontwerpen zoals zij dat wil inclusief het vertrouwen op alleen schriftelijke communicatie en het werken vanuit huis. Introvert zijn betekent niet dat ze niet ondernemend kan zijn het betekent alleen dat ze haar eigen weg moet vinden.,Ze moet openhartiger zijn dat zal haar helpen in haar zaken. Misschien kan ze een cursus volgen? Maar als ze zo blij was met het thuiswerken is het dan niet de moeite en het ongemak waard?,Ondernemerschap is voor extraverte mensen: je moet met mensen praten verkopen doen je aanbod promoten. Is het echt iets voor haar? Het is leuk om te dromen maar ze moet de realiteit onder ogen zien.,0,1
Jij bent een coachingspecialist die één-op-één coachingsessies verzorgt voor moeders die weer willen terugkeren naar de arbeidsmarkt. De zaken gaan goed je hebt veel klanten maar het lijkt erop dat je de hele tijd werkt. Je bent erg moe. Soms vraag je je af of je op de rand van een burn-out staat. U wilt uw bedrijf uitbreiden maar bent nog niet bereid om andere specialisten in te huren. Wat is uw beste optie?,Stop met het verkopen van je tijd voor geld; je hebt maar een beperkte hoeveelheid tijd om te verkopen. Start een groepsprogramma of online cursus waarbij uw aanwezigheid niet vereist is. Neem slechts zoveel 1-op-1-klanten mee waar u blij van wordt.,Neem minder klanten mee en breng wat tijd door met ontspannen. Vergeet uitbreiden.,Verhoog de prijzen. Dat regelt tegelijkertijd de hoeveelheid werk en het inkomen waardoor u wat vrije tijd overhoudt om te herstellen.,0,2
Uw bedrijf helpt managers hun carrièrepad te veranderen. Je moet de omzet snel een boost geven. U overweegt meer te investeren in een advertentie een verkoopactie te starten met 25% korting of eerdere klanten een nieuwe service aan te bieden. Welke optie zou het meest efficiënt zijn?,Bied eerdere klanten een nieuwe service aan. Mensen die je al vertrouwden en blij waren met de service zullen eerder geneigd zijn een nieuw product of nieuwe dienst bij je te kopen. De kosten voor het maken van verkopen zijn hier het laagst omdat ze al overtuigd zijn.,Reclame. De kosten voor het maken van verkopen zijn hoog maar tegelijkertijd bereik je veel mensen en misschien zullen ze in de toekomst kopen.,Verkooppromotie. Het rendement op de klant zal lager zijn maar misschien zal het toegenomen aantal klanten dit compenseren en kort samengevat zullen de inkomsten stijgen,0,1
